Month,Count,Direction,Visa
2005-05-01,1418,Arrivals,Residence
2005-06-01,1361,Arrivals,Residence
2005-07-01,1502,Arrivals,Residence
2005-08-01,1529,Arrivals,Residence
2005-09-01,1732,Arrivals,Residence
2005-10-01,1533,Arrivals,Residence
2005-11-01,1679,Arrivals,Residence
2005-12-01,1595,Arrivals,Residence
2006-01-01,2013,Arrivals,Residence
2006-02-01,1472,Arrivals,Residence
2006-03-01,1496,Arrivals,Residence
2006-04-01,1314,Arrivals,Residence
2006-05-01,1391,Arrivals,Residence
2006-06-01,1543,Arrivals,Residence
2006-07-01,1657,Arrivals,Residence
2006-08-01,1779,Arrivals,Residence
2006-09-01,1902,Arrivals,Residence
2006-10-01,1674,Arrivals,Residence
2006-11-01,1646,Arrivals,Residence
2006-12-01,1480,Arrivals,Residence
2007-01-01,1967,Arrivals,Residence
2007-02-01,1451,Arrivals,Residence
2007-03-01,1338,Arrivals,Residence
2007-04-01,1031,Arrivals,Residence
2007-05-01,1046,Arrivals,Residence
2007-06-01,1298,Arrivals,Residence
2007-07-01,1336,Arrivals,Residence
2007-08-01,1596,Arrivals,Residence
2007-09-01,1532,Arrivals,Residence
2007-10-01,1454,Arrivals,Residence
2007-11-01,1375,Arrivals,Residence
2007-12-01,1334,Arrivals,Residence
2008-01-01,1662,Arrivals,Residence
2008-02-01,1391,Arrivals,Residence
2008-03-01,1241,Arrivals,Residence
2008-04-01,1157,Arrivals,Residence
2008-05-01,1183,Arrivals,Residence
2008-06-01,1252,Arrivals,Residence
2008-07-01,1196,Arrivals,Residence
2008-08-01,1433,Arrivals,Residence
2008-09-01,1474,Arrivals,Residence
2008-10-01,1348,Arrivals,Residence
2008-11-01,1350,Arrivals,Residence
2008-12-01,1278,Arrivals,Residence
2009-01-01,1728,Arrivals,Residence
2009-02-01,1231,Arrivals,Residence
2009-03-01,1195,Arrivals,Residence
2009-04-01,1031,Arrivals,Residence
2009-05-01,1065,Arrivals,Residence
2009-06-01,1127,Arrivals,Residence
2009-07-01,1192,Arrivals,Residence
2009-08-01,1239,Arrivals,Residence
2009-09-01,1389,Arrivals,Residence
2009-10-01,1125,Arrivals,Residence
2009-11-01,1211,Arrivals,Residence
2009-12-01,1285,Arrivals,Residence
2010-01-01,1498,Arrivals,Residence
2010-02-01,975,Arrivals,Residence
2010-03-01,1127,Arrivals,Residence
2010-04-01,976,Arrivals,Residence
2010-05-01,992,Arrivals,Residence
2010-06-01,983,Arrivals,Residence
2010-07-01,1042,Arrivals,Residence
2010-08-01,1318,Arrivals,Residence
2010-09-01,1233,Arrivals,Residence
2010-10-01,1131,Arrivals,Residence
2010-11-01,1110,Arrivals,Residence
2010-12-01,1150,Arrivals,Residence
2011-01-01,1350,Arrivals,Residence
2011-02-01,1108,Arrivals,Residence
2011-03-01,1176,Arrivals,Residence
2011-04-01,983,Arrivals,Residence
2011-05-01,1052,Arrivals,Residence
2011-06-01,1088,Arrivals,Residence
2011-07-01,1089,Arrivals,Residence
2011-08-01,1202,Arrivals,Residence
2011-09-01,1130,Arrivals,Residence
2011-10-01,1175,Arrivals,Residence
2011-11-01,1190,Arrivals,Residence
2011-12-01,1241,Arrivals,Residence
2012-01-01,1359,Arrivals,Residence
2012-02-01,1061,Arrivals,Residence
2012-03-01,1250,Arrivals,Residence
2012-04-01,937,Arrivals,Residence
2012-05-01,1157,Arrivals,Residence
2012-06-01,1172,Arrivals,Residence
2012-07-01,879,Arrivals,Residence
2012-08-01,1280,Arrivals,Residence
2012-09-01,1100,Arrivals,Residence
2012-10-01,1186,Arrivals,Residence
2012-11-01,1260,Arrivals,Residence
2012-12-01,1211,Arrivals,Residence
2013-01-01,1371,Arrivals,Residence
2013-02-01,1036,Arrivals,Residence
2013-03-01,1224,Arrivals,Residence
2013-04-01,1050,Arrivals,Residence
2013-05-01,962,Arrivals,Residence
2013-06-01,974,Arrivals,Residence
2013-07-01,988,Arrivals,Residence
2013-08-01,1128,Arrivals,Residence
2013-09-01,1189,Arrivals,Residence
2013-10-01,1093,Arrivals,Residence
2013-11-01,1187,Arrivals,Residence
2013-12-01,1306,Arrivals,Residence
2014-01-01,1307,Arrivals,Residence
2014-02-01,1202,Arrivals,Residence
2014-03-01,1320,Arrivals,Residence
2014-04-01,1060,Arrivals,Residence
2014-05-01,1011,Arrivals,Residence
2014-06-01,1243,Arrivals,Residence
2014-07-01,968,Arrivals,Residence
2014-08-01,1347,Arrivals,Residence
2014-09-01,1205,Arrivals,Residence
2014-10-01,1331,Arrivals,Residence
2014-11-01,1338,Arrivals,Residence
2014-12-01,1179,Arrivals,Residence
2015-01-01,1354,Arrivals,Residence
2015-02-01,1133,Arrivals,Residence
2015-03-01,1289,Arrivals,Residence
2015-04-01,1012,Arrivals,Residence
2015-05-01,1235,Arrivals,Residence
2015-06-01,1201,Arrivals,Residence
2015-07-01,996,Arrivals,Residence
2015-08-01,1340,Arrivals,Residence
2015-09-01,1270,Arrivals,Residence
2015-10-01,1399,Arrivals,Residence
2015-11-01,1314,Arrivals,Residence
2015-12-01,1439,Arrivals,Residence
2016-01-01,1413,Arrivals,Residence
2016-02-01,1486,Arrivals,Residence
2016-03-01,1621,Arrivals,Residence
2016-04-01,1284,Arrivals,Residence
2016-05-01,1340,Arrivals,Residence
2016-06-01,1310,Arrivals,Residence
2016-07-01,1340,Arrivals,Residence
2016-08-01,1396,Arrivals,Residence
2016-09-01,1504,Arrivals,Residence
2016-10-01,1584,Arrivals,Residence
2016-11-01,1450,Arrivals,Residence
2016-12-01,1433,Arrivals,Residence
2017-01-01,1528,Arrivals,Residence
2017-02-01,1452,Arrivals,Residence
2017-03-01,1438,Arrivals,Residence
2017-04-01,1151,Arrivals,Residence
2017-05-01,1311,Arrivals,Residence
2017-06-01,1309,Arrivals,Residence
2017-07-01,1268,Arrivals,Residence
2017-08-01,1345,Arrivals,Residence
2017-09-01,1184,Arrivals,Residence
2017-10-01,1244,Arrivals,Residence
2017-11-01,1169,Arrivals,Residence
2017-12-01,1202,Arrivals,Residence
2018-01-01,1504,Arrivals,Residence
2018-02-01,933,Arrivals,Residence
2018-03-01,1203,Arrivals,Residence
2018-04-01,908,Arrivals,Residence
2018-05-01,1167,Arrivals,Residence
2018-06-01,956,Arrivals,Residence
2018-07-01,998,Arrivals,Residence
2018-08-01,1170,Arrivals,Residence
2018-09-01,1005,Arrivals,Residence
2018-10-01,1171,Arrivals,Residence
2018-11-01,1055,Arrivals,Residence
2018-12-01,1198,Arrivals,Residence
2019-01-01,1302,Arrivals,Residence
2019-02-01,960,Arrivals,Residence
2019-03-01,1235,Arrivals,Residence
2019-04-01,798,Arrivals,Residence
2019-05-01,1075,Arrivals,Residence
2019-06-01,1211,Arrivals,Residence
2019-07-01,1064,Arrivals,Residence
2019-08-01,1286,Arrivals,Residence
2019-09-01,1329,Arrivals,Residence
2019-10-01,1357,Arrivals,Residence
2019-11-01,1417,Arrivals,Residence
2019-12-01,1465,Arrivals,Residence
2020-01-01,1423,Arrivals,Residence
2020-02-01,1244,Arrivals,Residence
2020-03-01,1027,Arrivals,Residence
2020-04-01,88,Arrivals,Residence
2020-05-01,135,Arrivals,Residence
2020-06-01,339,Arrivals,Residence
2020-07-01,440,Arrivals,Residence
2020-08-01,584,Arrivals,Residence
2020-09-01,526,Arrivals,Residence
2020-10-01,730,Arrivals,Residence
2020-11-01,545,Arrivals,Residence
2020-12-01,569,Arrivals,Residence
2021-01-01,659,Arrivals,Residence
2021-02-01,614,Arrivals,Residence
2021-03-01,732,Arrivals,Residence
2021-04-01,753,Arrivals,Residence
2021-05-01,765,Arrivals,Residence
2021-06-01,805,Arrivals,Residence
2021-07-01,762,Arrivals,Residence
2021-08-01,560,Arrivals,Residence
2021-09-01,395,Arrivals,Residence
2021-10-01,574,Arrivals,Residence
2021-11-01,648,Arrivals,Residence
2021-12-01,707,Arrivals,Residence
2022-01-01,543,Arrivals,Residence
2022-02-01,318,Arrivals,Residence
2022-03-01,1097,Arrivals,Residence
2022-04-01,1362,Arrivals,Residence
2022-05-01,1193,Arrivals,Residence
2022-06-01,1289,Arrivals,Residence
2022-07-01,1308,Arrivals,Residence
2022-08-01,1576,Arrivals,Residence
2022-09-01,1703,Arrivals,Residence
2022-10-01,1409,Arrivals,Residence
2022-11-01,2084,Arrivals,Residence
2022-12-01,1883,Arrivals,Residence
2023-01-01,1677,Arrivals,Residence
2023-02-01,2214,Arrivals,Residence
2023-03-01,3464,Arrivals,Residence
2023-04-01,2604,Arrivals,Residence
2023-05-01,2825,Arrivals,Residence
2023-06-01,3060,Arrivals,Residence
2023-07-01,2581,Arrivals,Residence
2023-08-01,3473,Arrivals,Residence
2023-09-01,2582,Arrivals,Residence
2023-10-01,2037,Arrivals,Residence
2023-11-01,2657,Arrivals,Residence
2023-12-01,2278,Arrivals,Residence
2001-01-01,0,Arrivals,Student
2001-02-01,0,Arrivals,Student
2001-03-01,0,Arrivals,Student
2001-04-01,0,Arrivals,Student
2001-05-01,0,Arrivals,Student
2001-06-01,0,Arrivals,Student
2001-07-01,0,Arrivals,Student
2001-08-01,0,Arrivals,Student
2001-09-01,0,Arrivals,Student
2001-10-01,0,Arrivals,Student
2001-11-01,0,Arrivals,Student
2001-12-01,0,Arrivals,Student
2002-01-01,0,Arrivals,Student
2002-02-01,0,Arrivals,Student
2002-03-01,0,Arrivals,Student
2002-04-01,0,Arrivals,Student
2002-05-01,0,Arrivals,Student
2002-06-01,0,Arrivals,Student
2002-07-01,0,Arrivals,Student
2002-08-01,0,Arrivals,Student
2002-09-01,0,Arrivals,Student
2002-10-01,0,Arrivals,Student
2002-11-01,0,Arrivals,Student
2002-12-01,0,Arrivals,Student
2003-01-01,0,Arrivals,Student
2003-02-01,0,Arrivals,Student
2003-03-01,0,Arrivals,Student
2003-04-01,0,Arrivals,Student
2003-05-01,0,Arrivals,Student
2003-06-01,0,Arrivals,Student
2003-07-01,2072,Arrivals,Student
2003-08-01,940,Arrivals,Student
2003-09-01,922,Arrivals,Student
2003-10-01,643,Arrivals,Student
2003-11-01,585,Arrivals,Student
2003-12-01,354,Arrivals,Student
2004-01-01,1464,Arrivals,Student
2004-02-01,1865,Arrivals,Student
2004-03-01,554,Arrivals,Student
2004-04-01,777,Arrivals,Student
2004-05-01,388,Arrivals,Student
2004-06-01,539,Arrivals,Student
2004-07-01,1259,Arrivals,Student
2004-08-01,546,Arrivals,Student
2004-09-01,559,Arrivals,Student
2004-10-01,453,Arrivals,Student
2004-11-01,417,Arrivals,Student
2004-12-01,271,Arrivals,Student
2005-01-01,1123,Arrivals,Student
2005-02-01,1608,Arrivals,Student
2005-03-01,510,Arrivals,Student
2005-04-01,571,Arrivals,Student
2005-05-01,375,Arrivals,Student
2005-06-01,454,Arrivals,Student
2005-07-01,1115,Arrivals,Student
2005-08-01,578,Arrivals,Student
2005-09-01,551,Arrivals,Student
2005-10-01,415,Arrivals,Student
2005-11-01,404,Arrivals,Student
2005-12-01,354,Arrivals,Student
2006-01-01,983,Arrivals,Student
2006-02-01,1910,Arrivals,Student
2006-03-01,610,Arrivals,Student
2006-04-01,621,Arrivals,Student
2006-05-01,406,Arrivals,Student
2006-06-01,544,Arrivals,Student
2006-07-01,1448,Arrivals,Student
2006-08-01,616,Arrivals,Student
2006-09-01,684,Arrivals,Student
2006-10-01,581,Arrivals,Student
2006-11-01,631,Arrivals,Student
2006-12-01,500,Arrivals,Student
2007-01-01,1254,Arrivals,Student
2007-02-01,2257,Arrivals,Student
2007-03-01,887,Arrivals,Student
2007-04-01,845,Arrivals,Student
2007-05-01,509,Arrivals,Student
2007-06-01,856,Arrivals,Student
2007-07-01,1722,Arrivals,Student
2007-08-01,975,Arrivals,Student
2007-09-01,947,Arrivals,Student
2007-10-01,812,Arrivals,Student
2007-11-01,823,Arrivals,Student
2007-12-01,676,Arrivals,Student
2008-01-01,1588,Arrivals,Student
2008-02-01,2920,Arrivals,Student
2008-03-01,1106,Arrivals,Student
2008-04-01,970,Arrivals,Student
2008-05-01,1006,Arrivals,Student
2008-06-01,1031,Arrivals,Student
2008-07-01,2522,Arrivals,Student
2008-08-01,1289,Arrivals,Student
2008-09-01,1114,Arrivals,Student
2008-10-01,1062,Arrivals,Student
2008-11-01,927,Arrivals,Student
2008-12-01,679,Arrivals,Student
2009-01-01,1706,Arrivals,Student
2009-02-01,3298,Arrivals,Student
2009-03-01,1240,Arrivals,Student
2009-04-01,1139,Arrivals,Student
2009-05-01,882,Arrivals,Student
2009-06-01,897,Arrivals,Student
2009-07-01,2460,Arrivals,Student
2009-08-01,1053,Arrivals,Student
2009-09-01,1183,Arrivals,Student
2009-10-01,1008,Arrivals,Student
2009-11-01,751,Arrivals,Student
2009-12-01,497,Arrivals,Student
2010-01-01,1711,Arrivals,Student
2010-02-01,2884,Arrivals,Student
2010-03-01,1067,Arrivals,Student
2010-04-01,1006,Arrivals,Student
2010-05-01,749,Arrivals,Student
2010-06-01,985,Arrivals,Student
2010-07-01,2612,Arrivals,Student
2010-08-01,1496,Arrivals,Student
2010-09-01,1478,Arrivals,Student
2010-10-01,1360,Arrivals,Student
2010-11-01,1019,Arrivals,Student
2010-12-01,648,Arrivals,Student
2011-01-01,1805,Arrivals,Student
2011-02-01,3197,Arrivals,Student
2011-03-01,1236,Arrivals,Student
2011-04-01,1133,Arrivals,Student
2011-05-01,836,Arrivals,Student
2011-06-01,960,Arrivals,Student
2011-07-01,2617,Arrivals,Student
2011-08-01,1208,Arrivals,Student
2011-09-01,1195,Arrivals,Student
2011-10-01,988,Arrivals,Student
2011-11-01,1039,Arrivals,Student
2011-12-01,560,Arrivals,Student
2012-01-01,1816,Arrivals,Student
2012-02-01,3382,Arrivals,Student
2012-03-01,1611,Arrivals,Student
2012-04-01,924,Arrivals,Student
2012-05-01,780,Arrivals,Student
2012-06-01,880,Arrivals,Student
2012-07-01,2398,Arrivals,Student
2012-08-01,945,Arrivals,Student
2012-09-01,1069,Arrivals,Student
2012-10-01,1008,Arrivals,Student
2012-11-01,820,Arrivals,Student
2012-12-01,512,Arrivals,Student
2013-01-01,1757,Arrivals,Student
2013-02-01,2707,Arrivals,Student
2013-03-01,1338,Arrivals,Student
2013-04-01,914,Arrivals,Student
2013-05-01,1006,Arrivals,Student
2013-06-01,923,Arrivals,Student
2013-07-01,2421,Arrivals,Student
2013-08-01,1256,Arrivals,Student
2013-09-01,1085,Arrivals,Student
2013-10-01,1290,Arrivals,Student
2013-11-01,1061,Arrivals,Student
2013-12-01,686,Arrivals,Student
2014-01-01,2162,Arrivals,Student
2014-02-01,3464,Arrivals,Student
2014-03-01,1760,Arrivals,Student
2014-04-01,1435,Arrivals,Student
2014-05-01,1471,Arrivals,Student
2014-06-01,1653,Arrivals,Student
2014-07-01,3873,Arrivals,Student
2014-08-01,2389,Arrivals,Student
2014-09-01,2373,Arrivals,Student
2014-10-01,1966,Arrivals,Student
2014-11-01,1917,Arrivals,Student
2014-12-01,860,Arrivals,Student
2015-01-01,3198,Arrivals,Student
2015-02-01,4474,Arrivals,Student
2015-03-01,2238,Arrivals,Student
2015-04-01,1634,Arrivals,Student
2015-05-01,1344,Arrivals,Student
2015-06-01,1754,Arrivals,Student
2015-07-01,4752,Arrivals,Student
2015-08-01,2430,Arrivals,Student
2015-09-01,2584,Arrivals,Student
2015-10-01,2439,Arrivals,Student
2015-11-01,2240,Arrivals,Student
2015-12-01,975,Arrivals,Student
2016-01-01,3098,Arrivals,Student
2016-02-01,4621,Arrivals,Student
2016-03-01,1845,Arrivals,Student
2016-04-01,1558,Arrivals,Student
2016-05-01,1482,Arrivals,Student
2016-06-01,1517,Arrivals,Student
2016-07-01,4030,Arrivals,Student
2016-08-01,1637,Arrivals,Student
2016-09-01,1846,Arrivals,Student
2016-10-01,1689,Arrivals,Student
2016-11-01,1619,Arrivals,Student
2016-12-01,924,Arrivals,Student
2017-01-01,2878,Arrivals,Student
2017-02-01,4301,Arrivals,Student
2017-03-01,1784,Arrivals,Student
2017-04-01,1464,Arrivals,Student
2017-05-01,1310,Arrivals,Student
2017-06-01,1742,Arrivals,Student
2017-07-01,4063,Arrivals,Student
2017-08-01,1733,Arrivals,Student
2017-09-01,1723,Arrivals,Student
2017-10-01,1622,Arrivals,Student
2017-11-01,1587,Arrivals,Student
2017-12-01,1003,Arrivals,Student
2018-01-01,2846,Arrivals,Student
2018-02-01,4228,Arrivals,Student
2018-03-01,1756,Arrivals,Student
2018-04-01,1387,Arrivals,Student
2018-05-01,1283,Arrivals,Student
2018-06-01,1665,Arrivals,Student
2018-07-01,4088,Arrivals,Student
2018-08-01,1719,Arrivals,Student
2018-09-01,1757,Arrivals,Student
2018-10-01,1518,Arrivals,Student
2018-11-01,1361,Arrivals,Student
2018-12-01,1056,Arrivals,Student
2019-01-01,2743,Arrivals,Student
2019-02-01,3973,Arrivals,Student
2019-03-01,1711,Arrivals,Student
2019-04-01,1337,Arrivals,Student
2019-05-01,1296,Arrivals,Student
2019-06-01,1805,Arrivals,Student
2019-07-01,4344,Arrivals,Student
2019-08-01,2126,Arrivals,Student
2019-09-01,1981,Arrivals,Student
2019-10-01,2234,Arrivals,Student
2019-11-01,1976,Arrivals,Student
2019-12-01,1218,Arrivals,Student
2020-01-01,3809,Arrivals,Student
2020-02-01,5135,Arrivals,Student
2020-03-01,1371,Arrivals,Student
2020-04-01,3,Arrivals,Student
2020-05-01,15,Arrivals,Student
2020-06-01,37,Arrivals,Student
2020-07-01,19,Arrivals,Student
2020-08-01,46,Arrivals,Student
2020-09-01,61,Arrivals,Student
2020-10-01,32,Arrivals,Student
2020-11-01,20,Arrivals,Student
2020-12-01,20,Arrivals,Student
2021-01-01,19,Arrivals,Student
2021-02-01,31,Arrivals,Student
2021-03-01,90,Arrivals,Student
2021-04-01,65,Arrivals,Student
2021-05-01,56,Arrivals,Student
2021-06-01,323,Arrivals,Student
2021-07-01,163,Arrivals,Student
2021-08-01,135,Arrivals,Student
2021-09-01,119,Arrivals,Student
2021-10-01,101,Arrivals,Student
2021-11-01,100,Arrivals,Student
2021-12-01,143,Arrivals,Student
2022-01-01,75,Arrivals,Student
2022-02-01,96,Arrivals,Student
2022-03-01,230,Arrivals,Student
2022-04-01,297,Arrivals,Student
2022-05-01,254,Arrivals,Student
2022-06-01,671,Arrivals,Student
2022-07-01,2046,Arrivals,Student
2022-08-01,869,Arrivals,Student
2022-09-01,1516,Arrivals,Student
2022-10-01,1643,Arrivals,Student
2022-11-01,1668,Arrivals,Student
2022-12-01,1533,Arrivals,Student
2023-01-01,2496,Arrivals,Student
2023-02-01,4618,Arrivals,Student
2023-03-01,2625,Arrivals,Student
2023-04-01,2281,Arrivals,Student
2023-05-01,1934,Arrivals,Student
2023-06-01,2679,Arrivals,Student
2023-07-01,4717,Arrivals,Student
2023-08-01,2622,Arrivals,Student
2023-09-01,2660,Arrivals,Student
2023-10-01,2260,Arrivals,Student
2023-11-01,1882,Arrivals,Student
2023-12-01,1912,Arrivals,Student
2001-01-01,0,Arrivals,Visitor
2001-02-01,0,Arrivals,Visitor
2001-03-01,0,Arrivals,Visitor
2001-04-01,0,Arrivals,Visitor
2001-05-01,0,Arrivals,Visitor
2001-06-01,0,Arrivals,Visitor
2001-07-01,0,Arrivals,Visitor
2001-08-01,0,Arrivals,Visitor
2001-09-01,0,Arrivals,Visitor
2001-10-01,0,Arrivals,Visitor
2001-11-01,0,Arrivals,Visitor
2001-12-01,0,Arrivals,Visitor
2002-01-01,0,Arrivals,Visitor
2002-02-01,0,Arrivals,Visitor
2002-03-01,0,Arrivals,Visitor
2002-04-01,0,Arrivals,Visitor
2002-05-01,0,Arrivals,Visitor
2002-06-01,0,Arrivals,Visitor
2002-07-01,0,Arrivals,Visitor
2002-08-01,0,Arrivals,Visitor
2002-09-01,0,Arrivals,Visitor
2002-10-01,0,Arrivals,Visitor
2002-11-01,0,Arrivals,Visitor
2002-12-01,0,Arrivals,Visitor
2003-01-01,0,Arrivals,Visitor
2003-02-01,0,Arrivals,Visitor
2003-03-01,0,Arrivals,Visitor
2003-04-01,0,Arrivals,Visitor
2003-05-01,0,Arrivals,Visitor
2003-06-01,0,Arrivals,Visitor
2003-07-01,2375,Arrivals,Visitor
2003-08-01,2092,Arrivals,Visitor
2003-09-01,2288,Arrivals,Visitor
2003-10-01,2443,Arrivals,Visitor
2003-11-01,2688,Arrivals,Visitor
2003-12-01,2892,Arrivals,Visitor
2004-01-01,2994,Arrivals,Visitor
2004-02-01,2467,Arrivals,Visitor
2004-03-01,2102,Arrivals,Visitor
2004-04-01,1936,Arrivals,Visitor
2004-05-01,1836,Arrivals,Visitor
2004-06-01,1913,Arrivals,Visitor
2004-07-01,2041,Arrivals,Visitor
2004-08-01,2040,Arrivals,Visitor
2004-09-01,2150,Arrivals,Visitor
2004-10-01,2340,Arrivals,Visitor
2004-11-01,2727,Arrivals,Visitor
2004-12-01,3105,Arrivals,Visitor
2005-01-01,3024,Arrivals,Visitor
2005-02-01,2572,Arrivals,Visitor
2005-03-01,2465,Arrivals,Visitor
2005-04-01,2200,Arrivals,Visitor
2005-05-01,2093,Arrivals,Visitor
2005-06-01,2048,Arrivals,Visitor
2005-07-01,2124,Arrivals,Visitor
2005-08-01,2180,Arrivals,Visitor
2005-09-01,2261,Arrivals,Visitor
2005-10-01,2296,Arrivals,Visitor
2005-11-01,2398,Arrivals,Visitor
2005-12-01,2948,Arrivals,Visitor
2006-01-01,2725,Arrivals,Visitor
2006-02-01,2807,Arrivals,Visitor
2006-03-01,2447,Arrivals,Visitor
2006-04-01,2305,Arrivals,Visitor
2006-05-01,1923,Arrivals,Visitor
2006-06-01,2216,Arrivals,Visitor
2006-07-01,2319,Arrivals,Visitor
2006-08-01,2371,Arrivals,Visitor
2006-09-01,2433,Arrivals,Visitor
2006-10-01,2515,Arrivals,Visitor
2006-11-01,2967,Arrivals,Visitor
2006-12-01,3470,Arrivals,Visitor
2007-01-01,3025,Arrivals,Visitor
2007-02-01,2874,Arrivals,Visitor
2007-03-01,2962,Arrivals,Visitor
2007-04-01,2517,Arrivals,Visitor
2007-05-01,2238,Arrivals,Visitor
2007-06-01,2312,Arrivals,Visitor
2007-07-01,2293,Arrivals,Visitor
2007-08-01,2591,Arrivals,Visitor
2007-09-01,2562,Arrivals,Visitor
2007-10-01,2462,Arrivals,Visitor
2007-11-01,3028,Arrivals,Visitor
2007-12-01,3254,Arrivals,Visitor
2008-01-01,2828,Arrivals,Visitor
2008-02-01,3246,Arrivals,Visitor
2008-03-01,2953,Arrivals,Visitor
2008-04-01,2783,Arrivals,Visitor
2008-05-01,2621,Arrivals,Visitor
2008-06-01,2761,Arrivals,Visitor
2008-07-01,2608,Arrivals,Visitor
2008-08-01,2677,Arrivals,Visitor
2008-09-01,2526,Arrivals,Visitor
2008-10-01,2595,Arrivals,Visitor
2008-11-01,2766,Arrivals,Visitor
2008-12-01,3256,Arrivals,Visitor
2009-01-01,2801,Arrivals,Visitor
2009-02-01,2615,Arrivals,Visitor
2009-03-01,2208,Arrivals,Visitor
2009-04-01,1834,Arrivals,Visitor
2009-05-01,1670,Arrivals,Visitor
2009-06-01,1743,Arrivals,Visitor
2009-07-01,1748,Arrivals,Visitor
2009-08-01,1680,Arrivals,Visitor
2009-09-01,1705,Arrivals,Visitor
2009-10-01,1621,Arrivals,Visitor
2009-11-01,1975,Arrivals,Visitor
2009-12-01,2131,Arrivals,Visitor
2010-01-01,1970,Arrivals,Visitor
2010-02-01,2016,Arrivals,Visitor
2010-03-01,1830,Arrivals,Visitor
2010-04-01,1503,Arrivals,Visitor
2010-05-01,1393,Arrivals,Visitor
2010-06-01,1415,Arrivals,Visitor
2010-07-01,1528,Arrivals,Visitor
2010-08-01,1557,Arrivals,Visitor
2010-09-01,1442,Arrivals,Visitor
2010-10-01,1634,Arrivals,Visitor
2010-11-01,1632,Arrivals,Visitor
2010-12-01,1920,Arrivals,Visitor
2011-01-01,1754,Arrivals,Visitor
2011-02-01,2046,Arrivals,Visitor
2011-03-01,1758,Arrivals,Visitor
2011-04-01,1455,Arrivals,Visitor
2011-05-01,1289,Arrivals,Visitor
2011-06-01,1316,Arrivals,Visitor
2011-07-01,1623,Arrivals,Visitor
2011-08-01,1571,Arrivals,Visitor
2011-09-01,1648,Arrivals,Visitor
2011-10-01,1576,Arrivals,Visitor
2011-11-01,1750,Arrivals,Visitor
2011-12-01,1903,Arrivals,Visitor
2012-01-01,1882,Arrivals,Visitor
2012-02-01,1756,Arrivals,Visitor
2012-03-01,1600,Arrivals,Visitor
2012-04-01,1236,Arrivals,Visitor
2012-05-01,1289,Arrivals,Visitor
2012-06-01,1413,Arrivals,Visitor
2012-07-01,1267,Arrivals,Visitor
2012-08-01,1473,Arrivals,Visitor
2012-09-01,1390,Arrivals,Visitor
2012-10-01,1468,Arrivals,Visitor
2012-11-01,1550,Arrivals,Visitor
2012-12-01,1768,Arrivals,Visitor
2013-01-01,1700,Arrivals,Visitor
2013-02-01,1592,Arrivals,Visitor
2013-03-01,1538,Arrivals,Visitor
2013-04-01,1335,Arrivals,Visitor
2013-05-01,1285,Arrivals,Visitor
2013-06-01,1273,Arrivals,Visitor
2013-07-01,1352,Arrivals,Visitor
2013-08-01,1367,Arrivals,Visitor
2013-09-01,1361,Arrivals,Visitor
2013-10-01,1554,Arrivals,Visitor
2013-11-01,1824,Arrivals,Visitor
2013-12-01,1921,Arrivals,Visitor
2014-01-01,1824,Arrivals,Visitor
2014-02-01,1990,Arrivals,Visitor
2014-03-01,1866,Arrivals,Visitor
2014-04-01,1565,Arrivals,Visitor
2014-05-01,1614,Arrivals,Visitor
2014-06-01,1555,Arrivals,Visitor
2014-07-01,1713,Arrivals,Visitor
